time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2004-10-01T07:10:41.720Z,35.9291667,-120.4776667,4.216,1.15,md,16,105,0.03063,0.05,nc,nc21401704,2017-01-09T00:11:28.167Z,"5 km NW of Parkfield, California",earthquake,0.28,0.56,0.05,5,reviewed,nc,nc
2004-10-01T07:06:55.180Z,35.9631667,-120.5148333,3.578,0.64,md,8,108,0.01712,0.02,nc,nc30506467,2017-01-09T00:11:21.232Z,"10 km NW of Parkfield, California",earthquake,0.37,0.94,0.1,2,automatic,nc,nc
2004-10-01T07:05:39.370Z,35.8015,-120.3555,9.032,1.29,md,19,73,0.07748,0.03,nc,nc21401505,2017-01-09T00:11:17.516Z,"12 km SSE of Parkfield, California",earthquake,0.27,0.49,0.16,6,reviewed,nc,nc
2004-10-01T06:54:40.990Z,35.9363333,-120.4846667,5.023,0.92,md,9,115,0.02252,0.03,nc,nc21401713,2017-01-09T00:11:03.333Z,"6 km NW of Parkfield, California",earthquake,0.38,0.54,,1,reviewed,nc,nc
2004-10-01T06:50:52.940Z,35.8118333,-120.3513333,4.308,1.47,md,17,81,0.01892,0.04,nc,nc21401711,2017-01-09T00:10:59.498Z,"12 km SE of Parkfield, California",earthquake,0.28,0.51,0.04,4,reviewed,nc,nc
2004-10-01T06:09:21.710Z,35.9366667,-120.486,8.267,1.39,md,21,62,0.02162,0.05,nc,nc21401721,2017-01-09T00:10:05.532Z,"6 km NW of Parkfield, California",earthquake,0.27,0.45,0.05,8,reviewed,nc,nc
2004-10-01T05:55:14.210Z,35.9301667,-120.4801667,5.183,1.68,md,41,62,0.02072,0.05,nc,nc21401501,2017-01-09T00:09:39.210Z,"5 km NW of Parkfield, California",earthquake,0.16,0.2,0.06,21,reviewed,nc,nc
2004-10-01T05:22:48.320Z,35.8593333,-120.4051667,4.665,0.99,md,9,84,0.02252,0.02,nc,nc21401477,2017-01-09T00:09:06.624Z,"5 km SSE of Parkfield, California",earthquake,0.32,0.36,0.22,2,reviewed,nc,nc
2004-10-01T04:57:58.140Z,35.7953333,-120.3463333,9.238,1.26,md,18,66,0.03604,0.03,nc,nc21401470,2017-01-09T00:08:41.800Z,"13 km SE of Parkfield, California",earthquake,0.29,0.39,0.24,8,reviewed,nc,nc
2004-10-01T04:54:16.250Z,35.8496667,-120.3948333,4.813,1.17,md,26,56,0.01351,0.03,nc,nc21401465,2017-01-09T00:08:36.530Z,"6 km SSE of Parkfield, California",earthquake,0.27,0.31,0.21,6,reviewed,nc,nc
2004-10-01T04:15:17.980Z,35.8603333,-120.4031667,4.472,1.2,md,22,72,0.02162,0.03,nc,nc21401446,2017-01-09T00:08:10.256Z,"5 km SSE of Parkfield, California",earthquake,0.21,0.4,0.17,5,reviewed,nc,nc
2004-10-01T04:13:36.230Z,35.8165,-120.3638333,6.858,1.4,md,30,53,0.01622,0.04,nc,nc21401444,2017-01-09T00:08:05.540Z,"Central California",earthquake,0.22,0.35,0.04,5,reviewed,nc,nc
2004-10-01T04:11:28.490Z,35.8983333,-120.4441667,4.13,1.28,md,12,101,0.03874,0.08,nc,nc21401458,2017-01-09T00:08:00.498Z,"1 km W of Parkfield, California",earthquake,0.45,1.43,0.18,5,automatic,nc,nc
2004-10-01T03:49:35.730Z,35.928,-120.4731667,4.76,0.92,md,17,104,0.03423,0.05,nc,nc21401426,2017-01-09T00:07:38.955Z,"4 km NW of Parkfield, California",earthquake,0.27,0.66,,1,reviewed,nc,nc
2004-10-01T03:44:46.430Z,35.7988333,-120.3406667,3.548,0.87,md,15,78,0.03333,0.04,nc,nc21401416,2017-01-09T00:07:28.360Z,"13 km SE of Parkfield, California",earthquake,0.22,0.65,,1,reviewed,nc,nc
2004-10-01T03:28:09.060Z,35.9046667,-120.4473333,5.253,1.61,md,8,137,0.04595,0.03,nc,nc21402243,2017-01-09T00:07:10.277Z,"1 km WNW of Parkfield, California",earthquake,0.42,1.14,0.21,5,automatic,nc,nc
2004-10-01T03:21:00.040Z,35.8658333,-120.4168333,5.242,2.1,md,42,46,0.01982,0.04,nc,nc21401395,2017-01-09T00:07:05.790Z,"4 km SSE of Parkfield, California",earthquake,0.15,0.25,0.11,33,reviewed,nc,nc
2004-10-01T02:51:54.740Z,35.9351667,-120.4815,4.621,0.92,md,9,124,0.02523,0.01,nc,nc21401363,2017-01-09T00:06:38.354Z,"5 km NW of Parkfield, California",earthquake,0.48,0.67,,1,reviewed,nc,nc
2004-10-01T02:49:34.340Z,35.7855,-120.3371667,8.822,0.87,md,19,77,0.04685,0.02,nc,nc21401360,2017-01-09T00:06:34.778Z,"14 km NNE of Shandon, California",earthquake,0.24,0.61,,1,reviewed,nc,nc
2004-10-01T02:40:41.120Z,35.865,-120.4108333,4.776,1.26,md,15,73,0.01802,0.01,nc,nc21401351,2017-01-09T00:06:28.008Z,"Central California",earthquake,0.28,0.39,0.04,3,reviewed,nc,nc
2004-10-01T02:38:04.580Z,35.9311667,-120.477,4.573,1.29,md,23,123,0.02252,0.05,nc,nc21401367,2017-01-09T00:06:24.385Z,"5 km NW of Parkfield, California",earthquake,0.26,0.33,0.15,11,reviewed,nc,nc
2004-10-01T02:06:26.320Z,35.7855,-120.336,7.862,0.87,md,22,76,0.04775,0.04,nc,nc21401345,2017-01-09T00:05:55.897Z,"Central California",earthquake,0.26,0.44,,1,reviewed,nc,nc
2004-10-01T01:55:41.250Z,35.7916667,-120.3338333,3.782,1,md,20,74,0.04234,0.05,nc,nc21401355,2017-01-09T00:05:48.995Z,"Central California",earthquake,0.24,0.56,0.11,2,reviewed,nc,nc
2004-10-01T01:44:48.420Z,35.9416667,-120.4858333,9.564,1.31,md,26,122,0.01712,0.05,nc,nc21401344,2017-01-09T00:05:38.360Z,"6 km NW of Parkfield, California",earthquake,0.27,0.39,0.07,7,reviewed,nc,nc
2004-10-01T01:37:56.430Z,35.9495,-120.501,13.097,2.49,md,57,35,0.007207,0.07,nc,nc21401348,2017-01-09T00:05:27.020Z,"Central California",earthquake,0.16,0.22,0.11,58,reviewed,nc,nc
2004-10-01T01:26:59.790Z,35.8501667,-120.3956667,4.983,1.44,md,27,57,0.01441,0.03,nc,nc21401350,2017-01-09T00:05:18.348Z,"6 km SSE of Parkfield, California",earthquake,0.2,0.3,0.09,10,reviewed,nc,nc
2004-10-01T01:21:24.810Z,35.964,-120.5241667,4.722,1.02,md,15,76,0.01802,0.04,nc,nc21401343,2017-01-09T00:05:11.278Z,"Central California",earthquake,0.3,0.47,0.09,3,reviewed,nc,nc
2004-10-01T01:13:57.870Z,35.8601667,-120.4038333,4.422,1.25,md,9,87,0.02162,0.02,nc,nc30228327,2017-01-09T00:05:01.015Z,"5 km SSE of Parkfield, California",earthquake,0.28,0.58,,1,reviewed,nc,nc
2004-10-01T01:11:02.290Z,35.9265,-120.4736667,4.734,1.24,md,29,100,0.01892,0.04,nc,nc21401358,2017-01-09T00:04:57.643Z,"Central California",earthquake,0.21,0.33,0.15,8,reviewed,nc,nc
2004-10-01T01:09:28.640Z,35.7898333,-120.3426667,9.45,1.31,md,25,81,0.04234,0.05,nc,nc21401365,2017-01-09T00:04:53.410Z,"14 km SSE of Parkfield, California",earthquake,0.27,0.43,0.5,2,reviewed,nc,nc
2004-10-01T00:42:50.990Z,35.8573333,-120.4026667,5.012,2.34,md,50,54,0.02162,0.04,nc,nc21402236,2017-01-09T00:04:36.080Z,"5 km SSE of Parkfield, California",earthquake,0.14,0.23,0.11,46,reviewed,nc,nc
2004-10-01T00:41:06.660Z,35.9305,-120.4781667,4.364,1.39,md,28,106,0.02072,0.05,nc,nc21402235,2017-01-09T00:04:30.116Z,"Central California",earthquake,0.23,0.34,0.19,8,reviewed,nc,nc
2004-10-01T00:36:52.130Z,35.8568333,-120.4018333,5.342,1.43,md,27,56,0.02072,0.04,nc,nc21402232,2017-01-09T00:04:25.540Z,"5 km SSE of Parkfield, California",earthquake,0.2,0.31,0.18,9,reviewed,nc,nc
2004-10-01T00:23:52.120Z,35.9293333,-120.4775,4.723,0.89,md,7,119,0.03063,0.04,nc,nc21402223,2017-01-09T00:04:16.753Z,"5 km NW of Parkfield, California",earthquake,0.47,1.33,0.24,2,automatic,nc,nc
2004-10-01T00:06:57.820Z,35.9621667,-120.5166667,9.63,0.75,md,5,207,0.02883,0.01,nc,nc30506494,2017-01-09T00:04:09.826Z,"10 km NW of Parkfield, California",earthquake,1.53,6.46,,1,automatic,nc,nc
2004-10-01T00:06:00.990Z,35.8243333,-120.3726667,6.753,1.3,md,25,75,0.01622,0.04,nc,nc21402218,2017-01-09T00:04:06.471Z,"9 km SSE of Parkfield, California",earthquake,0.22,0.39,0.16,5,reviewed,nc,nc
2004-09-30T23:59:55.900Z,35.9691667,-120.5295,4.523,0.65,md,9,115,0.01622,0.03,nc,nc21402214,2017-01-09T00:04:02.477Z,"11 km NW of Parkfield, California",earthquake,0.42,1.04,0.1,2,automatic,nc,nc
2004-09-30T23:57:05.630Z,35.9628333,-120.5123333,2.328,0.64,md,7,114,0.01441,0.02,nc,nc30500934,2017-01-09T00:03:58.792Z,"10 km NW of Parkfield, California",earthquake,0.41,0.88,0.1,2,automatic,nc,nc
2004-09-30T23:43:12.480Z,35.9331667,-120.4863333,4.019,1.12,md,11,100,0.02342,0.05,nc,nc21401369,2017-01-09T00:03:47.283Z,"6 km NW of Parkfield, California",earthquake,0.4,0.84,0.19,3,automatic,nc,nc
2004-09-30T23:19:19.520Z,35.8603333,-120.4048333,4.582,1.26,md,16,75,0.02162,0.02,nc,nc21401288,2017-01-09T00:03:33.004Z,"5 km SSE of Parkfield, California",earthquake,0.28,0.35,0.14,6,reviewed,nc,nc
2004-09-30T22:44:39.870Z,35.9258333,-120.4735,4.316,0.8,md,9,116,0.03423,0.04,nc,nc21401237,2017-01-09T00:03:26.092Z,"4 km NW of Parkfield, California",earthquake,0.42,1.32,0.26,3,automatic,nc,nc
2004-09-30T22:41:54.200Z,35.9298333,-120.4823333,0.953,1.13,md,14,99,0.02613,0.32,nc,nc21401234,2017-01-09T00:03:19.129Z,"5 km NW of Parkfield, California",earthquake,0.67,1.56,0.11,6,automatic,nc,nc
2004-09-30T22:40:01.730Z,35.7786667,-120.3303333,8.048,1.4,md,24,72,0.05586,0.04,nc,nc21401231,2017-01-09T00:03:15.638Z,"14 km NNE of Shandon, California",earthquake,0.26,0.59,0.15,10,reviewed,nc,nc
2004-09-30T22:33:39.500Z,35.9338333,-120.4861667,4.439,0.64,md,8,102,0.02342,0.03,nc,nc30500889,2017-01-09T00:03:11.942Z,"6 km NW of Parkfield, California",earthquake,0.47,1.44,0.1,2,automatic,nc,nc
2004-09-30T22:32:52.610Z,35.9263333,-120.4755,4.533,1.03,md,10,114,0.03243,0.04,nc,nc21401224,2017-01-09T00:03:08.400Z,"4 km NW of Parkfield, California",earthquake,0.36,0.97,0.07,4,automatic,nc,nc
2004-09-30T22:17:26.380Z,35.8248333,-120.3733333,5.993,1.81,md,25,53,0.01712,0.05,nc,nc30500886,2017-01-09T00:03:01.484Z,"9 km SSE of Parkfield, California",earthquake,0.22,0.4,0.09,15,automatic,nc,nc
2004-09-30T22:16:26.750Z,35.8308333,-120.3786667,6.773,1.38,md,19,64,0.01712,0.03,nc,nc21401216,2017-01-09T00:02:57.657Z,"9 km SSE of Parkfield, California",earthquake,0.26,0.46,0.11,10,automatic,nc,nc
2004-09-30T22:09:00.960Z,35.9245,-120.4738333,4.7,1.73,md,27,54,0.03423,0.07,nc,nc21401206,2017-01-09T00:02:54.384Z,"4 km NW of Parkfield, California",earthquake,0.25,0.33,0.14,12,automatic,nc,nc
2004-09-30T22:06:58.580Z,35.8953333,-120.439,5.966,1.31,md,26,58,0.03333,0.07,nc,nc21401204,2017-01-09T00:02:51.009Z,"0 km SW of Parkfield, California",earthquake,0.29,0.45,0.08,8,reviewed,nc,nc
2004-09-30T21:58:31.840Z,35.8608333,-120.4108333,4.502,1.58,md,22,53,0.02252,0.04,nc,nc21402193,2017-01-09T00:02:47.101Z,"4 km SSE of Parkfield, California",earthquake,0.28,0.41,0.16,12,automatic,nc,nc
2004-09-30T21:43:50.730Z,35.9276667,-120.4773333,4.906,0.64,md,8,109,0.03063,0.03,nc,nc21401185,2017-01-09T00:02:39.340Z,"5 km NW of Parkfield, California",earthquake,0.57,1.74,0.1,2,automatic,nc,nc
2004-09-30T21:36:52.270Z,35.9291667,-120.4791667,5.303,1.06,md,9,106,0.02883,0.04,nc,nc21401179,2017-01-09T00:02:36.029Z,"5 km NW of Parkfield, California",earthquake,0.51,1.13,0.03,4,automatic,nc,nc
2004-09-30T21:29:10.770Z,35.9451667,-120.5018333,4.136,1.21,md,9,74,0.01261,0.06,nc,nc21402177,2017-01-09T00:02:32.596Z,"8 km NW of Parkfield, California",earthquake,0.44,0.98,0.12,2,automatic,nc,nc
2004-09-30T21:23:24.950Z,35.9485,-120.5006667,5.27,1.32,md,25,72,0.008108,0.05,nc,nc30228337,2017-01-09T00:02:25.577Z,"8 km NW of Parkfield, California",earthquake,0.27,0.32,0.16,7,reviewed,nc,nc
2004-09-30T21:22:09.580Z,35.9321667,-120.483,4.884,1.67,md,41,52,0.02162,0.06,nc,nc21401172,2017-01-09T00:02:20.880Z,"5 km NW of Parkfield, California",earthquake,0.17,0.23,0.1,16,reviewed,nc,nc
2004-09-30T21:18:14.670Z,35.889,-120.4366667,2.747,0.69,md,8,99,0.02973,0.04,nc,nc21401171,2017-01-09T00:02:11.737Z,"1 km SSW of Parkfield, California",earthquake,0.61,2.39,0.06,4,automatic,nc,nc
2004-09-30T21:08:31.680Z,35.9561667,-120.5103333,8.408,1.09,md,17,94,0.01171,0.05,nc,nc21401168,2017-01-09T00:02:04.240Z,"9 km NW of Parkfield, California",earthquake,0.42,0.65,0.03,2,reviewed,nc,nc
2004-09-30T21:01:49.580Z,35.93,-120.4718333,4.78,1.29,md,7,203,0.03514,0.01,nc,nc21402175,2017-01-09T00:01:57.256Z,"4 km NW of Parkfield, California",earthquake,1.36,0.73,0.13,4,automatic,nc,nc
2004-09-30T20:49:34.200Z,35.8818333,-120.4291667,5.354,2.1,md,24,53,0.02252,0.05,nc,nc30500880,2017-01-09T00:01:42.848Z,"2 km S of Parkfield, California",earthquake,0.19,0.31,0.11,21,automatic,nc,nc
2004-09-30T20:47:15.330Z,35.9561667,-120.495,13.21,2.68,md,35,57,0.03063,0.07,nc,nc21401157,2017-01-09T00:01:38.150Z,"8 km NW of Parkfield, California",earthquake,0.27,0.35,0.09,58,automatic,nc,nc
2004-09-30T20:38:06.920Z,35.9691667,-120.5216667,2.383,0.92,md,9,92,0.01261,0.03,nc,nc21402155,2017-01-09T00:01:24.785Z,"11 km NW of Parkfield, California",earthquake,0.76,1.69,,1,reviewed,nc,nc
2004-09-30T20:35:22.510Z,35.9491667,-120.4978333,5.146,1.04,md,15,86,0.007207,0.04,nc,nc21402154,2017-01-09T00:01:17.668Z,"8 km NW of Parkfield, California",earthquake,0.38,0.53,0.14,2,reviewed,nc,nc
2004-09-30T20:19:13.350Z,35.9728333,-120.527,6.791,2.24,md,29,61,0.02883,0.05,nc,nc21401138,2017-01-09T00:01:09.080Z,"11 km NW of Parkfield, California",earthquake,0.27,0.32,0.09,25,automatic,nc,nc
2004-09-30T20:15:14.390Z,35.934,-120.4821667,4.764,1.15,md,22,109,0.02342,0.04,nc,nc21401140,2017-01-09T00:01:03.218Z,"5 km NW of Parkfield, California",earthquake,0.25,0.42,0.08,5,reviewed,nc,nc
2004-09-30T20:06:21.680Z,35.824,-120.3723333,6.013,1.83,md,23,51,0.01622,0.03,nc,nc21401134,2017-01-09T00:00:55.680Z,"10 km SSE of Parkfield, California",earthquake,0.17,0.32,0.13,17,automatic,nc,nc
2004-09-30T19:31:42.380Z,35.873,-120.4251667,5.136,2.03,md,46,39,0.02072,0.05,nc,nc21401100,2017-01-09T00:00:43.980Z,"3 km SSE of Parkfield, California",earthquake,0.16,0.25,0.11,31,reviewed,nc,nc
2004-09-30T19:22:53.210Z,35.896,-120.4435,4.911,1.94,md,26,90,0.03694,0.07,nc,nc30500933,2017-01-09T00:00:38.181Z,"1 km WSW of Parkfield, California",earthquake,0.26,0.44,0.2,14,automatic,nc,nc
2004-09-30T19:22:24.130Z,35.9531667,-120.512,8.378,1.05,md,11,78,0.01351,0.05,nc,nc21402145,2017-01-09T00:00:34.165Z,"9 km NW of Parkfield, California",earthquake,0.6,1.02,0.01,2,automatic,nc,nc
2004-09-30T19:20:24.960Z,35.9501667,-120.496,13.337,1.35,md,29,98,0.006306,0.07,nc,nc21401088,2017-01-09T00:00:29.060Z,"8 km NW of Parkfield, California",earthquake,0.37,0.43,0.18,8,reviewed,nc,nc
2004-09-30T19:15:25.460Z,35.9705,-120.5333333,6.253,1.41,md,17,61,0.01802,0.05,nc,nc21401084,2017-01-09T00:00:19.253Z,"Central California",earthquake,0.38,0.33,0.09,5,automatic,nc,nc
2004-09-30T19:10:42.910Z,35.9175,-120.4693333,4.404,1.62,md,27,84,0.01622,0.07,nc,nc21401082,2017-01-09T00:00:11.423Z,"3 km WNW of Parkfield, California",earthquake,0.25,0.46,0.15,14,reviewed,nc,nc
2004-09-30T19:08:02.330Z,35.9315,-120.4821667,4.11,0.92,md,15,103,0.02703,0.05,nc,nc21401080,2017-01-09T00:00:06.700Z,"5 km NW of Parkfield, California",earthquake,0.29,0.65,,1,reviewed,nc,nc
2004-09-30T19:02:54.490Z,35.9303333,-120.4845,3.269,0.92,md,9,113,0.02432,0.05,nc,nc21402141,2017-01-09T00:00:02.355Z,"5 km NW of Parkfield, California",earthquake,0.4,0.96,,1,reviewed,nc,nc
2004-09-30T18:57:40.400Z,35.8591667,-120.4045,4.496,2.64,md,20,69,0.02252,0.02,nc,nc30506460,2017-01-08T23:59:58.367Z,"5 km SSE of Parkfield, California",earthquake,0.21,0.34,0.16,15,automatic,nc,nc
2004-09-30T18:11:02.240Z,35.8755,-120.4223333,5.87,0.66,md,6,159,0.04414,0.01,nc,nc21402125,2017-01-08T23:59:20.662Z,"2 km SSE of Parkfield, California",earthquake,0.59,1.65,,1,automatic,nc,nc
2004-09-30T17:44:12.250Z,35.7868333,-120.3331667,4.447,1.71,md,23,63,0.04685,0.04,nc,nc21402120,2017-01-08T23:59:17.446Z,"15 km NNE of Shandon, California",earthquake,0.27,0.57,0.19,15,automatic,nc,nc
2004-09-30T17:42:37.760Z,35.9235,-120.4711667,5.02,0.75,md,9,123,0.03604,0.04,nc,nc21402101,2017-01-08T23:59:13.873Z,"4 km NW of Parkfield, California",earthquake,0.46,1.82,0.21,3,automatic,nc,nc
2004-09-30T17:38:55.100Z,35.8605,-120.4108333,4.842,1.36,md,22,67,0.02252,0.04,nc,nc21402099,2017-01-08T23:59:10.357Z,"4 km SSE of Parkfield, California",earthquake,0.27,0.45,0.11,9,reviewed,nc,nc
2004-09-30T17:28:06.540Z,35.8755,-120.4215,6.121,0.78,md,11,85,0.01712,0.03,nc,nc21402093,2017-01-08T23:59:03.199Z,"2 km SSE of Parkfield, California",earthquake,0.88,2.12,0.19,5,automatic,nc,nc
2004-09-30T17:20:16.950Z,35.928,-120.4791667,3.88,1.68,md,19,68,0.02883,0.06,nc,nc21402088,2017-01-08T23:58:59.754Z,"5 km NW of Parkfield, California",earthquake,0.27,0.54,0.1,10,automatic,nc,nc
2004-09-30T17:17:53.290Z,35.8038333,-120.3551667,9.168,1.79,md,27,53,0.02703,0.04,nc,nc30500926,2017-01-08T23:58:56.124Z,"12 km SSE of Parkfield, California",earthquake,0.29,0.5,0.08,17,automatic,nc,nc
2004-09-30T17:17:12.040Z,35.8031667,-120.3546667,9.168,2.18,md,38,43,0.02793,0.04,nc,nc21402086,2017-01-08T23:58:51.350Z,"12 km SSE of Parkfield, California",earthquake,0.17,0.35,0.06,28,automatic,nc,nc
2004-09-30T17:01:35.460Z,35.8478333,-120.3886667,7.292,1.09,md,9,137,0.01441,0.08,nc,nc21402081,2017-01-08T23:58:45.849Z,"7 km SE of Parkfield, CA",earthquake,0.73,0.76,0.29,4,automatic,nc,nc
2004-09-30T16:35:44.390Z,35.962,-120.5105,2.782,1.34,md,17,111,0.01081,0.06,nc,nc21402071,2017-01-08T23:58:31.664Z,"9 km NW of Parkfield, California",earthquake,0.26,0.43,0.24,6,reviewed,nc,nc
2004-09-30T16:22:49.270Z,35.937,-120.4908333,5.913,0.91,md,10,184,0.01982,0.04,nc,nc21402066,2017-01-08T23:58:21.445Z,"6 km NW of Parkfield, California",earthquake,0.72,1.47,,1,reviewed,nc,nc
2004-09-30T16:11:52.190Z,35.8586667,-120.41,4.152,1.4,md,7,134,0.02432,0.01,nc,nc21402058,2017-01-08T23:58:07.293Z,"4 km SSE of Parkfield, California",earthquake,0.77,0.79,0.29,4,automatic,nc,nc
2004-09-30T15:51:51.300Z,35.9581667,-120.497,9.654,1.36,md,9,155,0.03063,0.04,nc,nc30500924,2017-01-08T23:58:03.774Z,"8 km NW of Parkfield, California",earthquake,0.91,0.73,0.04,5,automatic,nc,nc
2004-09-30T15:51:45.580Z,35.9305,-120.4785,3.671,1.13,md,5,213,0.02973,0,nc,nc30500923,2017-01-08T23:58:00.425Z,"5 km NW of Parkfield, California",earthquake,1,2.38,0.61,3,automatic,nc,nc
2004-09-30T15:44:01.060Z,35.9291667,-120.4791667,5.01,0.69,md,9,106,0.02883,0.03,nc,nc21402050,2017-01-08T23:57:49.863Z,"5 km NW of Parkfield, California",earthquake,0.54,1.61,0.13,3,automatic,nc,nc
2004-09-30T15:36:06.170Z,35.8746667,-120.4181667,5.027,1.13,md,6,95,0.01532,0.01,nc,nc21402046,2017-01-08T23:57:42.696Z,"3 km SSE of Parkfield, California",earthquake,1.68,2.61,0.18,3,automatic,nc,nc
2004-09-30T15:30:11.180Z,35.8028333,-120.3371667,8.855,1.44,md,18,70,0.03153,0.17,nc,nc21402041,2017-01-08T23:57:35.451Z,"13 km SE of Parkfield, California",earthquake,0.67,0.95,0.16,9,automatic,nc,nc
2004-09-30T15:24:14.630Z,35.8045,-120.3558333,9.358,1.01,md,22,86,0.02613,0.04,nc,nc21402038,2017-01-08T23:57:25.141Z,"12 km SSE of Parkfield, California",earthquake,0.33,0.7,,1,reviewed,nc,nc
2004-09-30T15:10:55.530Z,35.9226667,-120.475,3.327,1.23,md,15,91,0.03333,0.08,nc,nc21402034,2017-01-08T23:57:14.088Z,"4 km WNW of Parkfield, California",earthquake,0.35,0.89,0.13,8,automatic,nc,nc
2004-09-30T15:07:06.500Z,35.8908333,-120.4375,9.691,1.41,md,20,99,0.03063,0.06,nc,nc21402033,2017-01-08T23:57:10.597Z,"1 km SSW of Parkfield, California",earthquake,0.35,0.62,0.02,11,automatic,nc,nc
2004-09-30T14:51:00.300Z,35.8843333,-120.43,4.99,1.36,md,17,96,0.02342,0.07,nc,nc21402028,2017-01-08T23:56:59.595Z,"1 km S of Parkfield, California",earthquake,0.33,0.69,0.19,10,automatic,nc,nc
2004-09-30T14:36:14.550Z,35.9281667,-120.4763333,8.493,1.12,md,10,110,0.03153,0.04,nc,nc21402016,2017-01-08T23:56:55.888Z,"5 km NW of Parkfield, California",earthquake,0.52,1.08,0.19,3,automatic,nc,nc
2004-09-30T14:26:19.060Z,35.9275,-120.4821667,4.93,0.92,md,13,95,0.02703,0.04,nc,nc21402013,2017-01-08T23:56:48.889Z,"5 km NW of Parkfield, CA",earthquake,0.43,0.95,,1,reviewed,nc,nc
2004-09-30T14:18:09.450Z,35.9235,-120.4705,5.076,0.67,md,8,124,0.03514,0.04,nc,nc21402008,2017-01-08T23:56:38.406Z,"4 km NW of Parkfield, California",earthquake,0.49,1.96,0.1,2,automatic,nc,nc
2004-09-30T14:13:31.690Z,35.931,-120.482,4.43,0.92,md,10,113,0.02703,0.03,nc,nc21402005,2017-01-08T23:56:34.877Z,"5 km NW of Parkfield, California",earthquake,0.39,0.86,,1,reviewed,nc,nc
2004-09-30T13:56:17.850Z,35.9355,-120.4865,4.683,0.77,md,10,105,0.02252,0.02,nc,nc21401999,2017-01-08T23:56:21.201Z,"6 km NW of Parkfield, California",earthquake,0.48,0.92,0.18,2,reviewed,nc,nc
2004-09-30T13:50:15.200Z,35.9153333,-120.4621667,5.804,1.78,md,33,54,0.02072,0.06,nc,nc21401942,2017-01-08T23:56:16.630Z,"3 km WNW of Parkfield, California",earthquake,0.21,0.27,0.13,17,reviewed,nc,nc
2004-09-30T13:37:02.240Z,35.9613333,-120.5198333,7.862,1.09,md,17,88,0.01802,0.07,nc,nc21401937,2017-01-08T23:56:08.288Z,"10 km NW of Parkfield, California",earthquake,0.41,0.54,0.03,2,reviewed,nc,nc
2004-09-30T13:31:12.460Z,35.8586667,-120.4038333,4.802,1.5,md,15,109,0.02252,0.03,nc,nc21401934,2017-01-08T23:56:04.771Z,"5 km SSE of Parkfield, California",earthquake,0.38,0.55,0.28,9,automatic,nc,nc
2004-09-30T13:28:59.990Z,35.9463333,-120.498,3.698,0.6,md,7,133,0.00991,0.02,nc,nc21401930,2017-01-08T23:56:01.180Z,"7 km NW of Parkfield, California",earthquake,0.47,1.1,0.14,2,automatic,nc,nc
2004-09-30T13:08:05.020Z,35.927,-120.4768333,4.21,1.82,md,19,69,0.03153,0.06,nc,nc21401908,2017-01-08T23:55:54.148Z,"5 km NW of Parkfield, California",earthquake,0.28,0.4,0.1,10,automatic,nc,nc
2004-09-30T13:03:41.340Z,35.7993333,-120.3061667,12.482,1.57,md,12,92,0.04955,0.3,nc,nc21401904,2017-01-08T23:55:50.690Z,"15 km SE of Parkfield, California",earthquake,1.83,2.95,0.17,6,automatic,nc,nc
2004-09-30T12:55:04.970Z,35.9645,-120.5171667,4.222,0.72,md,10,102,0.01532,0.02,nc,nc21401901,2017-01-08T23:55:47.215Z,"10 km NW of Parkfield, California",earthquake,0.43,1.09,0.29,3,automatic,nc,nc
2004-09-30T12:20:06.030Z,35.9241667,-120.4728333,4.62,0.69,md,11,120,0.03514,0.04,nc,nc30500917,2017-01-08T23:55:33.029Z,"Central California",earthquake,0.4,1.21,0.08,4,automatic,nc,nc
2004-09-30T12:18:27.890Z,35.7958333,-120.3468333,9.422,1.02,md,10,87,0.03514,0.03,nc,nc21401865,2017-01-08T23:55:29.549Z,"13 km SE of Parkfield, California",earthquake,0.36,0.79,0.19,6,automatic,nc,nc
2004-09-30T12:15:07.270Z,35.925,-120.4793333,9.243,1.07,md,11,93,0.02973,0.06,nc,nc21401864,2017-01-08T23:55:26.061Z,"5 km WNW of Parkfield, California",earthquake,0.57,0.93,0.1,3,automatic,nc,nc
2004-09-30T11:59:14.690Z,35.934,-120.4878333,4.633,1.12,md,11,99,0.02252,0.05,nc,nc21401856,2017-01-08T23:55:12.478Z,"6 km NW of Parkfield, California",earthquake,0.45,0.84,0.17,3,automatic,nc,nc
2004-09-30T11:51:11.470Z,35.8765,-120.4303333,4.102,0.62,md,7,110,0.02432,0.01,nc,nc21401852,2017-01-08T23:55:05.431Z,"2 km S of Parkfield, California",earthquake,0.51,1.24,0.47,2,automatic,nc,nc
2004-09-30T11:25:27.580Z,35.9598333,-120.5151667,4.567,1.36,md,12,99,0.01441,0.05,nc,nc21401831,2017-01-08T23:54:58.559Z,"9 km NW of Parkfield, California",earthquake,0.41,0.53,0.09,6,automatic,nc,nc
2004-09-30T11:22:32.910Z,35.9683333,-120.5223333,4.7,0.25,md,6,100,0.01351,0.02,nc,nc21401829,2017-01-08T23:54:55.144Z,"11 km NW of Parkfield, California",earthquake,0.48,1.49,,1,automatic,nc,nc
