time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2004-10-08T08:46:19.280Z,35.9263333,-120.4736667,4.47,1.22,md,25,99,0.03333,0.04,nc,nc30228425,2017-01-09T02:03:22.173Z,"Central California",earthquake,0.23,0.49,0.07,3,reviewed,nc,nc
2004-10-08T08:43:03.380Z,35.9588333,-120.5121667,8.242,1.26,md,27,61,0.01171,0.05,nc,nc21405530,2017-01-09T02:03:18.389Z,"Central California",earthquake,0.28,0.36,0.14,5,reviewed,nc,nc
2004-10-08T07:58:24.060Z,35.8096667,-120.3468333,6.143,1.15,md,12,95,0.02162,0.03,nc,nc21405463,2017-01-09T02:03:03.829Z,"12 km SE of Parkfield, California",earthquake,0.51,0.75,0.14,7,automatic,nc,nc
2004-10-08T07:37:11.180Z,35.8256667,-120.374,6.629,1.34,md,34,53,0.01712,0.03,nc,nc30230462,2017-01-09T02:02:59.040Z,"9 km SSE of Parkfield, California",earthquake,0.18,0.31,0.22,11,reviewed,nc,nc
2004-10-08T07:36:34.990Z,35.8536667,-120.3953333,3.795,0.9,md,25,58,0.01802,0.05,nc,nc21405433,2017-01-09T02:02:53.548Z,"6 km SSE of Parkfield, California",earthquake,0.24,0.34,0.33,4,reviewed,nc,nc
2004-10-08T05:48:26.090Z,35.928,-120.4791667,4.904,1.11,md,20,99,0.01892,0.04,nc,nc21405244,2017-01-09T02:02:25.588Z,"5 km NW of Parkfield, California",earthquake,0.29,0.5,0.19,2,reviewed,nc,nc
2004-10-08T03:40:18.280Z,35.79,-120.3393333,9.003,1.35,md,36,41,0.01712,0.07,nc,nc21405083,2017-01-09T02:00:46.110Z,"14 km SE of Parkfield, California",earthquake,0.25,0.39,0.18,15,reviewed,nc,nc
2004-10-08T03:32:41.600Z,35.8671667,-120.4188333,9.158,0.62,md,7,192,0.01982,0.02,nc,nc21405072,2017-01-09T02:00:33.856Z,"3 km SSE of Parkfield, California",earthquake,1.5,1.94,0.04,2,automatic,nc,nc
2004-10-08T03:17:58.520Z,35.9345,-120.4861667,4.26,1.13,md,23,103,0.02342,0.06,nc,nc21405044,2017-01-09T02:00:26.484Z,"6 km NW of Parkfield, California",earthquake,0.25,0.44,0.06,3,reviewed,nc,nc
2004-10-08T02:51:21.490Z,35.9236667,-120.471,4.634,1.17,md,23,95,0.01892,0.06,nc,nc21404996,2017-01-09T02:00:15.927Z,"4 km NW of Parkfield, California",earthquake,0.29,0.51,0.12,6,reviewed,nc,nc
2004-10-08T02:32:20.990Z,35.9328333,-120.483,4.594,1.11,md,26,105,0.02252,0.05,nc,nc21405073,2017-01-09T01:59:48.930Z,"5 km NW of Parkfield, California",earthquake,0.27,0.35,0.1,3,reviewed,nc,nc
2004-10-08T02:14:16.010Z,35.9401667,-120.4928333,5.91,0.91,md,17,100,0.01622,0.04,nc,nc21405067,2017-01-09T01:59:32.623Z,"7 km NW of Parkfield, California",earthquake,0.33,0.56,,1,reviewed,nc,nc
2004-10-08T02:10:51.740Z,35.8166667,-120.3645,6.633,1.23,md,32,33,0.01622,0.06,nc,nc21405071,2017-01-09T01:59:21.340Z,"11 km SSE of Parkfield, California",earthquake,0.24,0.33,0.13,6,reviewed,nc,nc
2004-10-08T01:57:37.180Z,35.9268333,-120.474,5.004,1.2,md,28,101,0.01982,0.05,nc,nc21404891,2017-01-09T01:59:14.600Z,"4 km NW of Parkfield, California",earthquake,0.29,0.36,0.08,7,reviewed,nc,nc
2004-10-08T01:39:46.160Z,35.9388333,-120.488,6.443,0.92,md,12,109,0.01892,0.04,nc,nc21404858,2017-01-09T01:59:02.313Z,"6 km NW of Parkfield, California",earthquake,0.46,0.81,,1,reviewed,nc,nc
2004-10-08T01:25:46.610Z,35.926,-120.4791667,4.53,0.92,md,14,95,0.02973,0.04,nc,nc21405065,2017-01-09T01:58:54.839Z,"5 km NW of Parkfield, California",earthquake,0.44,0.68,,1,reviewed,nc,nc
2004-10-08T01:22:44.430Z,35.9328333,-120.4831667,4.48,0.96,md,21,104,0.02613,0.06,nc,nc21405070,2017-01-09T01:58:47.528Z,"5 km NW of Parkfield, California",earthquake,0.25,0.52,0.16,3,reviewed,nc,nc
2004-10-08T00:26:49.860Z,35.9278333,-120.4756667,5.724,0.92,md,19,101,0.01982,0.06,nc,nc21404755,2017-01-09T01:58:15.800Z,"4 km NW of Parkfield, California",earthquake,0.35,0.6,,1,reviewed,nc,nc
2004-10-08T00:24:09.660Z,35.9708333,-120.5335,4.974,1.05,md,19,62,0.01802,0.05,nc,nc21404749,2017-01-09T01:58:08.365Z,"12 km NW of Parkfield, California",earthquake,0.28,0.41,0.1,4,reviewed,nc,nc
2004-10-08T00:16:50.800Z,35.8031667,-120.3408333,4.353,1.22,md,27,75,0.02973,0.05,nc,nc21404738,2017-01-09T01:58:00.260Z,"13 km SE of Parkfield, California",earthquake,0.23,0.36,0.28,8,reviewed,nc,nc
2004-10-07T23:43:32.110Z,35.9686667,-120.5303333,4.442,0.95,md,14,56,0.01712,0.04,nc,nc21404684,2017-01-09T01:57:32.717Z,"11 km NW of Parkfield, California",earthquake,0.34,0.49,0.14,3,reviewed,nc,nc
2004-10-07T23:08:48.990Z,35.7408333,-120.2676667,4.998,1.49,md,29,91,0.01802,0.07,nc,nc21404623,2017-01-09T01:57:09.360Z,"13 km NE of Shandon, California",earthquake,0.29,0.39,0.11,8,reviewed,nc,nc
2004-10-07T22:27:18.800Z,35.9141667,-120.4746667,4.827,1.32,md,13,83,0.03694,0.1,nc,nc21404542,2017-01-09T01:56:53.395Z,"4 km WNW of Parkfield, California",earthquake,0.43,1.02,0.15,9,automatic,nc,nc
2004-10-07T22:10:00.020Z,35.9373333,-120.4841667,5.884,1.23,md,27,113,0.02162,0.05,nc,nc21404513,2017-01-09T01:56:44.710Z,"6 km NW of Parkfield, California",earthquake,0.27,0.39,0.06,8,reviewed,nc,nc
2004-10-07T22:05:51.150Z,35.8828333,-120.4246667,3.796,1.18,md,19,72,0.01892,0.06,nc,nc21404499,2017-01-09T01:56:35.855Z,"2 km SSE of Parkfield, California",earthquake,0.27,0.55,0.07,2,reviewed,nc,nc
2004-10-07T21:32:18.870Z,35.926,-120.4741667,4.794,1.2,md,24,99,0.01892,0.05,nc,nc30230490,2017-01-09T01:56:25.467Z,"4 km NW of Parkfield, California",earthquake,0.3,0.44,0.1,7,reviewed,nc,nc
2004-10-07T21:31:51.600Z,35.9623333,-120.5125,2.832,1.43,md,25,106,0.01261,0.06,nc,nc21405906,2017-01-09T01:56:21.495Z,"10 km NW of Parkfield, California",earthquake,0.2,0.28,0.18,9,reviewed,nc,nc
2004-10-07T21:29:22.210Z,35.952,-120.5003333,12.06,1.22,md,25,60,0.004505,0.07,nc,nc21405903,2017-01-09T01:56:16.710Z,"8 km NW of Parkfield, California",earthquake,0.55,0.43,0.13,5,reviewed,nc,nc
2004-10-07T20:50:38.520Z,35.8586667,-120.402,5.122,1.25,md,23,71,0.02252,0.04,nc,nc21405895,2017-01-09T01:56:04.660Z,"5 km SSE of Parkfield, California",earthquake,0.24,0.31,0.2,10,reviewed,nc,nc
2004-10-07T20:40:28.100Z,35.7945,-120.346,8.225,0.92,md,28,62,0.02162,0.04,nc,nc30230235,2017-01-09T01:55:59.860Z,"14 km SE of Parkfield, California",earthquake,0.25,0.4,0.08,5,reviewed,nc,nc
2004-10-07T19:48:23.740Z,35.9236667,-120.4701667,5.99,0.75,md,10,124,0.03514,0.05,nc,nc21405881,2017-01-09T01:55:40.349Z,"4 km NW of Parkfield, California",earthquake,0.51,1.52,0.21,3,automatic,nc,nc
2004-10-07T17:00:24.890Z,35.9265,-120.476,4.615,2.16,md,29,54,0.03423,0.06,nc,nc21405842,2017-01-09T01:55:00.760Z,"4 km NW of Parkfield, California",earthquake,0.19,0.35,0.13,20,automatic,nc,nc
2004-10-07T16:01:36.310Z,35.9263333,-120.4751667,6.046,0.65,md,9,114,0.03243,0.04,nc,nc21405824,2017-01-09T01:54:26.510Z,"4 km NW of Parkfield, California",earthquake,0.62,1.58,0.11,2,automatic,nc,nc
2004-10-07T15:55:54.810Z,35.9283333,-120.4778333,4.554,1.18,md,24,101,0.01892,0.05,nc,nc30230562,2017-01-09T01:54:22.699Z,"5 km NW of Parkfield, California",earthquake,0.28,0.45,0.05,6,reviewed,nc,nc
2004-10-07T15:52:57.160Z,35.9271667,-120.4776667,4.36,0.96,md,19,98,0.03063,0.06,nc,nc21405818,2017-01-09T01:54:15.167Z,"5 km NW of Parkfield, California",earthquake,0.32,0.58,0.16,3,reviewed,nc,nc
2004-10-07T15:47:30.780Z,35.9266667,-120.4756667,4.647,2.44,md,40,45,0.03243,0.05,nc,nc21405817,2017-01-09T01:54:10.730Z,"4 km NW of Parkfield, California",earthquake,0.17,0.26,0.1,33,automatic,nc,nc
2004-10-07T15:44:49.780Z,35.9661667,-120.5273333,4.162,0.4,md,9,72,0.01712,0.05,nc,nc21405816,2017-01-09T01:54:05.405Z,"11 km NW of Parkfield, California",earthquake,0.44,1.18,0.15,2,automatic,nc,nc
2004-10-07T15:29:00.360Z,35.9323333,-120.485,4.753,1.19,md,12,101,0.02432,0.03,nc,nc21404530,2017-01-09T01:53:51.747Z,"5 km NW of Parkfield, California",earthquake,0.45,0.7,,1,reviewed,nc,nc
2004-10-07T15:13:08.550Z,35.8591667,-120.4046667,4.949,2.29,md,40,53,0.02252,0.04,nc,nc21404572,2017-01-09T01:53:43.790Z,"5 km SSE of Parkfield, California",earthquake,0.16,0.3,0.12,31,automatic,nc,nc
2004-10-07T14:55:39.670Z,35.7471667,-120.2991667,11.206,0.86,md,24,83,0.04234,0.05,nc,nc21404696,2017-01-09T01:53:27.789Z,"12 km NE of Shandon, California",earthquake,0.33,0.57,,1,reviewed,nc,nc
2004-10-07T14:47:04.740Z,35.9286667,-120.4778333,4.194,1.14,md,24,102,0.01982,0.05,nc,nc21404694,2017-01-09T01:53:20.646Z,"5 km NW of Parkfield, California",earthquake,0.24,0.44,0.06,6,reviewed,nc,nc
2004-10-07T14:42:33.990Z,35.8413333,-120.3935,9.264,1.1,md,24,54,0.006306,0.04,nc,nc21404693,2017-01-09T01:53:12.977Z,"7 km SSE of Parkfield, California",earthquake,0.32,0.59,0.06,3,reviewed,nc,nc
2004-10-07T14:35:11.200Z,35.7918333,-120.3435,8.164,1.86,md,29,76,0.01892,0.06,nc,nc21404714,2017-01-09T01:53:09.178Z,"14 km SE of Parkfield, California",earthquake,0.26,0.37,0.08,17,automatic,nc,nc
2004-10-07T14:32:03.550Z,35.7848333,-120.3345,8.358,2.32,md,41,44,0.01261,0.05,nc,nc21404744,2017-01-09T01:53:04.130Z,"14 km NNE of Shandon, California",earthquake,0.19,0.34,0.08,33,automatic,nc,nc
2004-10-07T14:23:02.380Z,35.9695,-120.5345,6.654,1.08,md,19,59,0.01892,0.05,nc,nc21404884,2017-01-09T01:52:58.590Z,"12 km NW of Parkfield, California",earthquake,0.33,0.56,0.05,5,reviewed,nc,nc
2004-10-07T12:48:46.120Z,35.901,-120.447,9.1,1.67,md,26,97,0.04054,0.07,nc,nc21405054,2017-01-09T01:51:57.946Z,"1 km W of Parkfield, California",earthquake,0.31,0.53,0.14,15,automatic,nc,nc
2004-10-07T12:27:27.990Z,35.9381667,-120.4878333,5.427,1.69,md,41,58,0.01982,0.05,nc,nc21405797,2017-01-09T01:51:45.910Z,"6 km NW of Parkfield, California",earthquake,0.18,0.14,0.11,20,reviewed,nc,nc
2004-10-07T12:07:34.040Z,35.9238333,-120.4701667,5.946,0.65,md,9,124,0.03514,0.04,nc,nc21404680,2017-01-09T01:51:26.441Z,"4 km NW of Parkfield, California",earthquake,0.55,1.65,0.11,2,automatic,nc,nc
2004-10-07T11:53:37.780Z,35.9343333,-120.4891667,4.383,1.01,md,14,98,0.02072,0.07,nc,nc21404683,2017-01-09T01:51:12.725Z,"6 km NW of Parkfield, California",earthquake,0.4,0.7,0.05,4,automatic,nc,nc
2004-10-07T11:43:56.290Z,35.9371667,-120.4873333,4.853,1.06,md,22,107,0.02072,0.04,nc,nc21404718,2017-01-09T01:51:05.853Z,"6 km NW of Parkfield, California",earthquake,0.21,0.4,0.14,2,reviewed,nc,nc
2004-10-07T11:24:30.370Z,35.9283333,-120.4733333,5.666,0.67,md,8,113,0.03333,0.02,nc,nc21404725,2017-01-09T01:50:54.660Z,"4 km NW of Parkfield, California",earthquake,0.69,1.45,0.1,2,automatic,nc,nc
2004-10-07T10:49:41.350Z,35.9365,-120.4855,5.147,1.14,md,28,109,0.02162,0.05,nc,nc21404789,2017-01-09T01:50:32.840Z,"6 km NW of Parkfield, California",earthquake,0.24,0.23,0.05,7,reviewed,nc,nc
2004-10-07T10:43:42.030Z,35.893,-120.4385,12.316,0.81,md,10,211,0.04595,0.04,nc,nc21404890,2017-01-09T01:50:27.306Z,"0 km SW of Parkfield, California",earthquake,1.27,2.9,0.2,4,automatic,nc,nc
2004-10-07T10:30:26.490Z,35.7983333,-120.3401667,3.785,0.81,md,20,78,0.02523,0.04,nc,nc21404570,2017-01-09T01:50:08.963Z,"14 km SE of Parkfield, California",earthquake,0.28,0.45,0.07,2,reviewed,nc,nc
2004-10-07T10:29:08.790Z,35.961,-120.5151667,4.632,1.12,md,22,99,0.01441,0.05,nc,nc21405030,2017-01-09T01:50:04.958Z,"10 km NW of Parkfield, California",earthquake,0.28,0.44,0.06,4,reviewed,nc,nc
2004-10-07T10:26:05.300Z,35.9506667,-120.5046667,5.407,1.12,md,25,56,0.007207,0.05,nc,nc21405064,2017-01-09T01:50:00.010Z,"8 km NW of Parkfield, California",earthquake,0.24,0.32,0.09,6,reviewed,nc,nc
2004-10-07T10:04:38.130Z,35.9703333,-120.5338333,4.915,0.65,md,9,82,0.01892,0.04,nc,nc21404906,2017-01-09T01:49:36.346Z,"12 km NW of Parkfield, California",earthquake,0.46,1.43,0.1,2,automatic,nc,nc
2004-10-07T09:58:47.230Z,35.8276667,-120.377,5.928,1.03,md,23,87,0.01892,0.06,nc,nc21404617,2017-01-09T01:49:25.523Z,"9 km SSE of Parkfield, California",earthquake,0.3,0.51,,1,reviewed,nc,nc
2004-10-07T09:48:58.880Z,35.8123333,-120.3531667,4.695,0.91,md,7,108,0.01892,0.01,nc,nc21404664,2017-01-09T01:49:21.826Z,"12 km SE of Parkfield, California",earthquake,0.76,0.92,0.24,6,automatic,nc,nc
2004-10-07T09:31:17.650Z,35.9321667,-120.4863333,4.383,0.92,md,17,98,0.02342,0.07,nc,nc21405038,2017-01-09T01:49:11.213Z,"6 km NW of Parkfield, California",earthquake,0.35,0.64,,1,reviewed,nc,nc
2004-10-07T09:19:01.320Z,35.8545,-120.4043333,8.392,1.14,md,24,78,0.01892,0.04,nc,nc21404633,2017-01-09T01:49:07.875Z,"5 km SSE of Parkfield, California",earthquake,0.3,0.49,0.03,2,reviewed,nc,nc
2004-10-07T09:16:57.200Z,35.7461667,-120.2996667,11.615,0.86,md,20,143,0.04234,0.07,nc,nc21404611,2017-01-09T01:49:04.077Z,"12 km NE of Shandon, California",earthquake,0.58,0.67,,1,reviewed,nc,nc
2004-10-07T09:09:17.030Z,35.9538333,-120.4978333,14.17,1.99,md,29,70,0.002703,0.1,nc,nc21404591,2017-01-09T01:48:59.210Z,"8 km NW of Parkfield, California",earthquake,0.54,0.4,0.13,23,automatic,nc,nc
2004-10-07T08:21:31.840Z,35.9636667,-120.5155,2.892,1.1,md,22,99,0.01532,0.06,nc,nc21404589,2017-01-09T01:48:17.798Z,"10 km NW of Parkfield, California",earthquake,0.21,0.38,0.12,3,reviewed,nc,nc
2004-10-07T07:38:44.010Z,35.8601667,-120.4035,4.56,1.06,md,6,140,0.02432,0.01,nc,nc21405036,2017-01-09T01:47:46.274Z,"5 km SSE of Parkfield, California",earthquake,0.5,1.43,0.43,3,automatic,nc,nc
2004-10-07T06:19:47.660Z,35.9676667,-120.517,3.058,0.64,md,8,102,0.01261,0.03,nc,nc21404556,2017-01-09T01:47:24.906Z,"10 km NW of Parkfield, California",earthquake,0.41,0.96,0.1,2,automatic,nc,nc
2004-10-07T05:56:19.170Z,35.947,-120.5016667,4.11,0.95,md,20,70,0.00991,0.06,nc,nc21405028,2017-01-09T01:47:10.735Z,"8 km NW of Parkfield, California",earthquake,0.27,0.44,0.15,3,reviewed,nc,nc
2004-10-07T05:40:09.220Z,35.9248333,-120.4838333,3.623,1.37,md,15,88,0.02613,0.11,nc,nc21404594,2017-01-09T01:46:55.480Z,"5 km WNW of Parkfield, California",earthquake,0.43,0.86,0.16,6,automatic,nc,nc
2004-10-07T05:34:02.540Z,35.9693333,-120.5335,5.468,0.95,md,13,58,0.01532,0.05,nc,nc21405049,2017-01-09T01:46:43.985Z,"11 km NW of Parkfield, California",earthquake,0.4,0.7,0.08,5,automatic,nc,nc
2004-10-07T05:15:51.220Z,35.9256667,-120.4716667,8.41,1.73,md,28,57,0.03514,0.07,nc,nc21405027,2017-01-09T01:46:40.580Z,"4 km NW of Parkfield, California",earthquake,0.24,0.37,0.24,16,automatic,nc,nc
2004-10-07T05:13:51.910Z,35.8615,-120.413,4.102,1.22,md,25,75,0.02252,0.04,nc,nc21405011,2017-01-09T01:46:37.039Z,"4 km SSE of Parkfield, California",earthquake,0.25,0.46,0.18,4,reviewed,nc,nc
2004-10-07T04:56:23.480Z,35.9601667,-120.5155,13.312,1.27,md,25,98,0.01441,0.07,nc,nc21404575,2017-01-09T01:46:29.912Z,"10 km NW of Parkfield, California",earthquake,0.42,0.49,0.13,4,reviewed,nc,nc
2004-10-07T04:43:46.370Z,35.9281667,-120.4745,8.704,1.15,md,29,103,0.02072,0.05,nc,nc21404565,2017-01-09T01:46:21.890Z,"4 km NW of Parkfield, California",earthquake,0.24,0.26,0.13,7,reviewed,nc,nc
2004-10-07T04:18:24.340Z,35.9701667,-120.533,4.755,0.65,md,9,81,0.01802,0.04,nc,nc21405024,2017-01-09T01:46:12.876Z,"11 km NW of Parkfield, California",earthquake,0.46,1.31,0.1,2,automatic,nc,nc
2004-10-07T02:57:26.730Z,35.9416667,-120.4928333,10.31,2.03,md,51,36,0.01532,0.05,nc,nc21404638,2017-01-09T01:45:27.900Z,"7 km NW of Parkfield, California",earthquake,0.17,0.2,0.12,36,reviewed,nc,nc
2004-10-07T02:56:52.750Z,35.9453333,-120.4943333,10.756,1.14,md,13,103,0.01171,0.03,nc,nc30506508,2017-01-09T01:45:21.989Z,"7 km NW of Parkfield, California",earthquake,0.49,1.25,0.11,4,automatic,nc,nc
2004-10-07T02:54:36.640Z,35.7898333,-120.3443333,8.345,0.87,md,22,82,0.01712,0.04,nc,nc21404620,2017-01-09T01:45:18.343Z,"14 km SSE of Parkfield, California",earthquake,0.31,0.48,,1,reviewed,nc,nc
2004-10-07T02:21:37.530Z,35.9296667,-120.4796667,4.456,1.27,md,12,105,0.02883,0.05,nc,nc21404552,2017-01-09T01:45:00.123Z,"5 km NW of Parkfield, California",earthquake,0.35,0.72,0.26,5,automatic,nc,nc
2004-10-07T02:15:21.270Z,35.8223333,-120.3716667,6.705,1.03,md,19,115,0.01712,0.06,nc,nc21404563,2017-01-09T01:44:52.869Z,"10 km SSE of Parkfield, California",earthquake,0.36,0.61,,1,reviewed,nc,nc
2004-10-07T01:41:09.320Z,35.874,-120.4193333,5.136,0.98,md,21,76,0.01622,0.03,nc,nc21404887,2017-01-09T01:44:20.810Z,"3 km SSE of Parkfield, California",earthquake,0.26,0.59,0.16,3,reviewed,nc,nc
2004-10-07T01:31:12.860Z,35.9321667,-120.4831667,9.16,1.17,md,18,103,0.02613,0.06,nc,nc21404886,2017-01-09T01:44:17.328Z,"5 km NW of Parkfield, California",earthquake,0.4,0.74,0.1,2,reviewed,nc,nc
2004-10-07T01:16:12.250Z,35.9288333,-120.4823333,4.71,1.29,md,11,198,0.02613,0.04,nc,nc21405016,2017-01-09T01:44:07.021Z,"5 km NW of Parkfield, California",earthquake,0.59,0.87,0.02,4,automatic,nc,nc
2004-10-07T01:03:02.350Z,35.9266667,-120.4773333,4.537,1.17,md,17,98,0.03063,0.06,nc,nc21405021,2017-01-09T01:43:52.385Z,"5 km NW of Parkfield, California",earthquake,0.35,0.68,0.4,4,reviewed,nc,nc
2004-10-07T00:21:19.380Z,35.9265,-120.474,4.957,1.55,md,14,100,0.03333,0.04,nc,nc21405786,2017-01-09T01:43:41.385Z,"4 km NW of Parkfield, California",earthquake,0.31,0.54,0.2,5,automatic,nc,nc
2004-10-07T00:07:34.320Z,35.9408333,-120.4893333,5.997,1.49,md,34,111,0.01622,0.05,nc,nc21405784,2017-01-09T01:43:36.970Z,"6 km NW of Parkfield, California",earthquake,0.21,0.19,0.2,13,reviewed,nc,nc
2004-10-06T23:45:33.350Z,35.9248333,-120.4701667,5.247,1.06,md,11,122,0.03514,0.05,nc,nc21405777,2017-01-09T01:43:31.511Z,"4 km NW of Parkfield, California",earthquake,0.43,1.12,0.18,5,automatic,nc,nc
2004-10-06T23:19:55.890Z,35.8958333,-120.4418333,6.861,0.57,md,10,205,0.04234,0.06,nc,nc21405773,2017-01-09T01:43:27.848Z,"0 km WSW of Parkfield, California",earthquake,1,1.92,0.09,3,automatic,nc,nc
2004-10-06T23:14:57.470Z,35.9253333,-120.4693333,4.847,1.19,md,11,123,0.03423,0.05,nc,nc21405771,2017-01-09T01:43:24.504Z,"4 km NW of Parkfield, California",earthquake,0.42,1.11,0.14,5,automatic,nc,nc
2004-10-06T22:42:18.600Z,35.7796667,-120.3213333,4.034,0.8,md,14,88,0.01622,0.05,nc,nc30230560,2017-01-09T01:43:05.832Z,"14 km NNE of Shandon, California",earthquake,0.3,0.45,0.07,2,reviewed,nc,nc
2004-10-06T21:11:07.710Z,35.9246667,-120.4681667,6.365,0.26,md,6,126,0.03333,0.02,nc,nc21405743,2017-01-09T01:42:37.248Z,"4 km NW of Parkfield, California",earthquake,2.45,4.27,,1,automatic,nc,nc
2004-10-06T21:07:08.650Z,35.7801667,-120.3295,7.641,0.86,md,18,59,0.01081,0.04,nc,nc21405742,2017-01-09T01:42:33.807Z,"14 km NNE of Shandon, California",earthquake,0.33,0.45,,1,reviewed,nc,nc
2004-10-06T20:44:38.050Z,35.7851667,-120.3366667,8.101,0.87,md,24,77,0.01261,0.04,nc,nc21405739,2017-01-09T01:42:30.014Z,"14 km NNE of Shandon, California",earthquake,0.23,0.47,0.01,3,reviewed,nc,nc
2004-10-06T20:27:25.660Z,35.9288333,-120.4785,4.96,1,md,10,106,0.02973,0.04,nc,nc21405734,2017-01-09T01:42:26.520Z,"5 km NW of Parkfield, California",earthquake,0.45,1.22,0.07,3,automatic,nc,nc
2004-10-06T20:00:23.980Z,35.9705,-120.5338333,3.405,0.25,md,8,83,0.01892,0.03,nc,nc21405730,2017-01-09T01:42:22.856Z,"12 km NW of Parkfield, California",earthquake,0.44,0.95,,1,automatic,nc,nc
2004-10-06T19:51:55.670Z,35.9245,-120.472,5.244,1.11,md,18,97,0.01892,0.05,nc,nc21405729,2017-01-09T01:42:19.609Z,"4 km NW of Parkfield, California",earthquake,0.37,0.55,0.16,3,reviewed,nc,nc
2004-10-06T18:40:01.450Z,35.9471667,-120.5058333,5.047,0.91,md,16,56,0.01081,0.06,nc,nc30230557,2017-01-09T01:41:57.969Z,"8 km NW of Parkfield, California",earthquake,0.31,0.62,,1,reviewed,nc,nc
2004-10-06T18:39:29.690Z,35.948,-120.5018333,5.01,1.17,md,24,68,0.009009,0.06,nc,nc21405713,2017-01-09T01:41:54.436Z,"8 km NW of Parkfield, California",earthquake,0.31,0.41,0.13,8,reviewed,nc,nc
2004-10-06T17:56:15.720Z,35.9395,-120.4883333,6.829,0.64,md,8,110,0.01802,0.02,nc,nc21405668,2017-01-09T01:41:40.050Z,"6 km NW of Parkfield, California",earthquake,0.68,1.41,0.1,2,automatic,nc,nc
2004-10-06T17:20:36.660Z,35.8686667,-120.4123333,4.747,1.16,md,9,101,0.01532,0.02,nc,nc21405657,2017-01-09T01:41:25.472Z,"3 km SSE of Parkfield, California",earthquake,0.85,1.23,0.14,4,automatic,nc,nc
2004-10-06T17:15:15.010Z,35.8626667,-120.4081667,4.852,1.3,md,17,78,0.01982,0.04,nc,nc30500967,2017-01-09T01:41:22.121Z,"4 km SSE of Parkfield, California",earthquake,0.36,0.61,0.15,8,automatic,nc,nc
2004-10-06T16:49:32.750Z,35.9275,-120.4731667,4.777,0.81,md,10,115,0.03423,0.05,nc,nc21405649,2017-01-09T01:41:05.426Z,"4 km NW of Parkfield, California",earthquake,0.43,1.11,0.14,4,automatic,nc,nc
2004-10-06T16:44:01.960Z,35.96,-120.5176667,4.202,0.54,md,10,94,0.01622,0.06,nc,nc21404855,2017-01-09T01:40:58.502Z,"10 km NW of Parkfield, California",earthquake,0.4,1.09,0.08,3,automatic,nc,nc
2004-10-06T16:20:49.220Z,35.9661667,-120.5213333,4.853,0.54,md,8,103,0.01532,0.02,nc,nc30506506,2017-01-09T01:40:43.548Z,"10 km NW of Parkfield, California",earthquake,0.5,1.44,,1,automatic,nc,nc
2004-10-06T16:20:07.600Z,35.8148333,-120.3636667,6.638,0.88,md,27,76,0.01802,0.05,nc,nc21404548,2017-01-09T01:40:38.730Z,"11 km SSE of Parkfield, California",earthquake,0.23,0.38,0.1,4,reviewed,nc,nc
2004-10-06T16:10:37.630Z,35.8913333,-120.4356667,5.506,1.37,md,28,59,0.02973,0.07,nc,nc21404547,2017-01-09T01:40:28.970Z,"0 km SSW of Parkfield, California",earthquake,0.24,0.38,0.06,10,reviewed,nc,nc
2004-10-06T16:08:57.730Z,35.8963333,-120.4271667,6.521,0.77,md,10,129,0.02523,0.03,nc,nc21404545,2017-01-09T01:40:23.807Z,"0 km SE of Parkfield, California",earthquake,0.83,1.63,0.2,5,automatic,nc,nc
2004-10-06T16:04:29.780Z,35.8063333,-120.3431667,3.995,1.42,md,26,78,0.02613,0.04,nc,nc21404544,2017-01-09T01:40:19.290Z,"13 km SE of Parkfield, California",earthquake,0.23,0.33,0.22,9,reviewed,nc,nc
2004-10-06T16:02:12.140Z,35.929,-120.4786667,4.564,1.03,md,18,102,0.01982,0.05,nc,nc21404543,2017-01-09T01:40:13.637Z,"5 km NW of Parkfield, California",earthquake,0.28,0.55,0.11,2,reviewed,nc,nc
2004-10-06T13:39:10.960Z,35.9371667,-120.4871667,5.793,0.74,md,10,107,0.02072,0.03,nc,nc21404956,2017-01-09T01:39:05.361Z,"6 km NW of Parkfield, California",earthquake,0.52,1.29,0.28,4,automatic,nc,nc
2004-10-06T12:51:10.470Z,35.9463333,-120.4968333,6.284,1.06,md,8,94,0.00991,0.03,nc,nc21405644,2017-01-09T01:38:37.927Z,"7 km NW of Parkfield, California",earthquake,0.59,1.49,,1,automatic,nc,nc
2004-10-06T12:48:02.490Z,35.8601667,-120.4075,4.699,2.11,md,24,98,0.02162,0.05,nc,nc21405642,2017-01-09T01:38:34.231Z,"4 km SSE of Parkfield, California",earthquake,0.25,0.34,0.11,14,automatic,nc,nc
2004-10-06T11:59:34.000Z,35.8255,-120.3733333,6.857,0.6,md,8,113,0.02342,0.03,nc,nc21405636,2017-01-09T01:38:16.951Z,"9 km SSE of Parkfield, California",earthquake,0.43,1.29,0.03,4,automatic,nc,nc
2004-10-06T11:57:47.270Z,35.9246667,-120.4705,6.935,0.26,md,6,126,0.03514,0.01,nc,nc21405635,2017-01-09T01:38:13.463Z,"4 km NW of Parkfield, California",earthquake,0.81,2.47,,1,automatic,nc,nc
